1, Bachelors, Never-married, Not-in-family
690, HS-grad, Never-married, Other-relative
691, Some-college, Married-civ-spouse, Husband
692, Some-college, Never-married, Own-child
693, Some-college, Married-civ-spouse, Husband
694, Some-college, Never-married, Own-child
695, Bachelors, Never-married, Not-in-family
696, Assoc-acdm, Never-married, Other-relative
697, Masters, Never-married, Not-in-family
698, Masters, Married-civ-spouse, Husband
699, Bachelors, Never-married, Own-child
700, HS-grad, Never-married, Own-child
701, Bachelors, Never-married, Not-in-family
702, Bachelors, Widowed, Unmarried
703, Some-college, Never-married, Own-child
704, Some-college, Married-civ-spouse, Husband
705, Doctorate, Divorced, Unmarried
706, Bachelors, Divorced, Own-child
707, 12th, Married-civ-spouse, Husband
708, Some-college, Never-married, Not-in-family
709, HS-grad, Married-civ-spouse, Husband
710, 11th, Never-married, Other-relative
711, Bachelors, Married-civ-spouse, Husband
712, Some-college, Divorced, Unmarried
713, Bachelors, Separated, Not-in-family
714, Assoc-voc, Married-civ-spouse, Husband
715, Bachelors, Divorced, Unmarried
716, HS-grad, Separated, Unmarried
717, HS-grad, Married-civ-spouse, Husband
718, HS-grad, Never-married, Own-child
719, Some-college, Never-married, Own-child
720, Bachelors, Married-civ-spouse, Husband
721, HS-grad, Never-married, Not-in-family
722, HS-grad, Married-civ-spouse, Husband
723, Bachelors, Never-married, Not-in-family
724, HS-grad, Married-civ-spouse, Husband
725, Bachelors, Married-civ-spouse, Husband
726, Bachelors, Never-married, Not-in-family
727, HS-grad, Married-civ-spouse, Wife
728, Some-college, Never-married, Not-in-family
729, HS-grad, Married-civ-spouse, Husband
730, 11th, Married-civ-spouse, Husband
731, Some-college, Never-married, Not-in-family
732, Some-college, Divorced, Not-in-family
733, Assoc-voc, Married-civ-spouse, Husband
734, Assoc-voc, Never-married, Own-child
735, Some-college, Married-civ-spouse, Wife
736, Some-college, Married-civ-spouse, Husband
737, Some-college, Never-married, Not-in-family
738, Bachelors, Married-civ-spouse, Husband
739, HS-grad, Widowed, Unmarried
740, Bachelors, Married-civ-spouse, Husband
741, Some-college, Never-married, Other-relative
742, HS-grad, Married-civ-spouse, Husband
743, Masters, Never-married, Not-in-family
744, Assoc-voc, Never-married, Own-child
745, 12th, Never-married, Own-child
746, Bachelors, Married-civ-spouse, Wife
747, HS-grad, Married-civ-spouse, Husband
748, Some-college, Never-married, Own-child
749, 11th, Never-married, Own-child
750, Bachelors, Married-civ-spouse, Husband
751, Bachelors, Married-civ-spouse, Husband
752, Bachelors, Never-married, Unmarried
753, 10th, Married-civ-spouse, Husband
754, HS-grad, Never-married, Unmarried
755, HS-grad, Never-married, Not-in-family
756, Assoc-voc, Never-married, Own-child
757, HS-grad, Married-civ-spouse, Husband
758, Bachelors, Never-married, Not-in-family
759, HS-grad, Married-civ-spouse, Wife
760, HS-grad, Never-married, Not-in-family
761, HS-grad, Never-married, Not-in-family
762, HS-grad, Married-civ-spouse, Wife
763, HS-grad, Divorced, Unmarried
764, Doctorate, Married-civ-spouse, Husband
765, Bachelors, Never-married, Not-in-family
766, 10th, Separated, Unmarried
767, Some-college, Married-spouse-absent, Other-relative
768, Some-college, Married-civ-spouse, Wife
769, Bachelors, Divorced, Not-in-family
770, HS-grad, Never-married, Not-in-family
771, Some-college, Never-married, Not-in-family
772, 5th-6th, Separated, Not-in-family
773, HS-grad, Divorced, Unmarried
774, Assoc-voc, Married-civ-spouse, Wife
775, HS-grad, Never-married, Not-in-family
776, Assoc-voc, Divorced, Not-in-family
777, Some-college, Divorced, Unmarried
778, Masters, Married-civ-spouse, Husband
779, Bachelors, Married-civ-spouse, Husband
780, Some-college, Never-married, Not-in-family
781, Some-college, Married-civ-spouse, Husband
782, Assoc-voc, Never-married, Not-in-family
783, Assoc-voc, Married-civ-spouse, Husband
784, Some-college, Married-civ-spouse, Husband
785, Bachelors, Never-married, Not-in-family
786, Some-college, Divorced, Not-in-family
787, HS-grad, Married-civ-spouse, Husband
788, 12th, Never-married, Own-child
789, HS-grad, Married-civ-spouse, Husband
790, HS-grad, Never-married, Not-in-family
791, Assoc-voc, Married-civ-spouse, Husband
792, Bachelors, Married-civ-spouse, Husband
793, Some-college, Never-married, Own-child
794, HS-grad, Never-married, Not-in-family
795, HS-grad, Married-civ-spouse, Husband
796, Some-college, Never-married, Other-relative
797, HS-grad, Married-civ-spouse, Husband
798, HS-grad, Never-married, Not-in-family
799, Masters, Never-married, Not-in-family
800, Bachelors, Married-civ-spouse, Husband
801, Assoc-acdm, Divorced, Not-in-family
802, HS-grad, Never-married, Own-child
803, 11th, Never-married, Unmarried
804, HS-grad, Divorced, Unmarried
805, 11th, Never-married, Own-child
806, HS-grad, Married-civ-spouse, Husband
807, Masters, Married-spouse-absent, Other-relative
808, Bachelors, Married-civ-spouse, Husband
809, Bachelors, Married-civ-spouse, Husband
810, HS-grad, Never-married, Own-child
811, HS-grad, Separated, Own-child
812, Some-college, Never-married, Own-child
813, Some-college, Divorced, Not-in-family
814, Some-college, Never-married, Own-child
815, 10th, Never-married, Own-child
816, HS-grad, Married-civ-spouse, Wife
817, Assoc-voc, Never-married, Not-in-family
818, Some-college, Married-civ-spouse, Husband
819, HS-grad, Married-civ-spouse, Husband
820, HS-grad, Married-civ-spouse, Husband
821, Assoc-voc, Never-married, Unmarried
822, Masters, Never-married, Not-in-family
823, Assoc-voc, Never-married, Own-child
824, HS-grad, Widowed, Not-in-family
825, HS-grad, Married-civ-spouse, Husband
826, HS-grad, Widowed, Unmarried
827, HS-grad, Widowed, Not-in-family
828, HS-grad, Separated, Unmarried
829, Some-college, Never-married, Not-in-family
830, Bachelors, Never-married, Own-child
831, 11th, Married-civ-spouse, Husband
832, Some-college, Married-civ-spouse, Wife
833, Some-college, Never-married, Own-child
834, HS-grad, Married-civ-spouse, Husband
835, 11th, Widowed, Not-in-family
836, HS-grad, Married-civ-spouse, Husband
837, HS-grad, Divorced, Not-in-family
838, Bachelors, Divorced, Not-in-family
839, Bachelors, Never-married, Not-in-family
840, HS-grad, Widowed, Not-in-family
841, 11th, Never-married, Own-child
842, Some-college, Married-civ-spouse, Husband
843, Some-college, Married-civ-spouse, Husband
844, Bachelors, Widowed, Not-in-family
845, HS-grad, Married-civ-spouse, Husband
846, Some-college, Divorced, Not-in-family
847, HS-grad, Divorced, Not-in-family
848, Bachelors, Married-civ-spouse, Husband
849, Bachelors, Married-civ-spouse, Husband
850, HS-grad, Never-married, Own-child
851, Masters, Widowed, Not-in-family
852, Assoc-voc, Divorced, Not-in-family
853, HS-grad, Married-civ-spouse, Husband
854, Bachelors, Never-married, Not-in-family
855, Doctorate, Divorced, Own-child
856, HS-grad, Never-married, Own-child
857, HS-grad, Never-married, Own-child
858, HS-grad, Married-civ-spouse, Husband
859, Bachelors, Never-married, Own-child
860, Bachelors, Never-married, Not-in-family
861, 11th, Never-married, Own-child
862, HS-grad, Married-civ-spouse, Husband
863, 11th, Married-civ-spouse, Husband
864, Some-college, Married-civ-spouse, Husband
865, HS-grad, Married-civ-spouse, Husband
866, Some-college, Never-married, Not-in-family
867, 10th, Never-married, Not-in-family
868, 11th, Never-married, Own-child
869, Some-college, Married-civ-spouse, Husband
870, Bachelors, Separated, Own-child
871, Bachelors, Married-civ-spouse, Husband
872, Some-college, Never-married, Own-child
873, Masters, Married-civ-spouse, Husband
874, Bachelors, Married-civ-spouse, Husband
875, 5th-6th, Divorced, Unmarried
876, Bachelors, Married-civ-spouse, Husband
877, HS-grad, Never-married, Unmarried
878, Assoc-voc, Divorced, Unmarried
879, HS-grad, Married-civ-spouse, Husband
880, HS-grad, Never-married, Not-in-family
881, 9th, Divorced, Not-in-family
882, Bachelors, Married-civ-spouse, Other-relative
883, HS-grad, Married-civ-spouse, Husband
884, Bachelors, Married-civ-spouse, Husband
885, Some-college, Married-civ-spouse, Wife
886, Some-college, Married-civ-spouse, Husband
887, Bachelors, Never-married, Own-child
888, Some-college, Married-civ-spouse, Husband
889, HS-grad, Married-civ-spouse, Husband
890, Assoc-voc, Divorced, Not-in-family
891, Some-college, Divorced, Unmarried
892, Bachelors, Never-married, Not-in-family
893, Assoc-voc, Married-civ-spouse, Wife
894, Bachelors, Married-civ-spouse, Husband
895, Prof-school, Married-civ-spouse, Husband
896, Masters, Married-civ-spouse, Husband
897, Some-college, Divorced, Own-child
898, Bachelors, Never-married, Own-child
899, Bachelors, Married-civ-spouse, Husband
900, HS-grad, Married-civ-spouse, Husband
901, 7th-8th, Married-civ-spouse, Husband
902, 9th, Married-civ-spouse, Husband
903, HS-grad, Never-married, Own-child
904, Assoc-acdm, Married-civ-spouse, Own-child
905, HS-grad, Never-married, Not-in-family
906, HS-grad, Divorced, Not-in-family
907, Some-college, Divorced, Not-in-family
908, Bachelors, Never-married, Own-child
909, HS-grad, Divorced, Own-child
910, Some-college, Married-civ-spouse, Husband
911, HS-grad, Never-married, Not-in-family
912, Some-college, Divorced, Not-in-family
913, 10th, Married-civ-spouse, Husband
914, Some-college, Never-married, Not-in-family
915, HS-grad, Never-married, Own-child
916, Bachelors, Married-civ-spouse, Husband
917, Masters, Married-civ-spouse, Wife
918, HS-grad, Married-civ-spouse, Husband
919, HS-grad, Married-civ-spouse, Husband
920, Some-college, Never-married, Own-child
921, Some-college, Never-married, Not-in-family
922, Some-college, Never-married, Unmarried
923, 5th-6th, Married-civ-spouse, Wife
924, Some-college, Married-civ-spouse, Wife
925, HS-grad, Married-civ-spouse, Husband
926, HS-grad, Married-civ-spouse, Husband
927, HS-grad, Married-civ-spouse, Husband
928, Masters, Married-civ-spouse, Husband
929, Some-college, Never-married, Not-in-family
930, 1st-4th, Married-spouse-absent, Not-in-family
931, HS-grad, Divorced, Not-in-family
932, Some-college, Never-married, Own-child
933, Preschool, Married-civ-spouse, Husband
934, HS-grad, Married-civ-spouse, Wife
935, 11th, Married-civ-spouse, Husband
936, HS-grad, Married-civ-spouse, Husband
937, Masters, Never-married, Not-in-family
938, Prof-school, Married-civ-spouse, Husband
939, HS-grad, Married-civ-spouse, Husband
940, Bachelors, Never-married, Not-in-family
941, Assoc-acdm, Divorced, Unmarried
942, HS-grad, Married-civ-spouse, Husband
943, HS-grad, Married-civ-spouse, Husband
944, HS-grad, Never-married, Not-in-family
945, HS-grad, Married-civ-spouse, Husband
946, Some-college, Divorced, Unmarried
947, Some-college, Divorced, Unmarried
948, Bachelors, Married-civ-spouse, Wife
949, Some-college, Divorced, Unmarried
950, Some-college, Divorced, Unmarried
951, HS-grad, Married-civ-spouse, Wife
952, Masters, Married-civ-spouse, Husband
953, 7th-8th, Widowed, Unmarried
954, HS-grad, Never-married, Own-child
955, Some-college, Married-civ-spouse, Husband
956, 10th, Married-civ-spouse, Husband
957, Some-college, Married-civ-spouse, Husband
958, 10th, Divorced, Not-in-family
959, Bachelors, Married-civ-spouse, Husband
960, Assoc-acdm, Married-civ-spouse, Husband
961, Some-college, Married-civ-spouse, Husband
962, HS-grad, Divorced, Not-in-family
963, Bachelors, Married-civ-spouse, Husband
964, 10th, Divorced, Unmarried
965, HS-grad, Married-civ-spouse, Husband
966, HS-grad, Never-married, Own-child
967, Some-college, Married-civ-spouse, Husband
968, HS-grad, Married-civ-spouse, Husband
969, Bachelors, Married-civ-spouse, Husband
970, Assoc-voc, Widowed, Not-in-family
971, HS-grad, Married-civ-spouse, Husband
972, Bachelors, Never-married, Not-in-family
973, Bachelors, Widowed, Not-in-family
974, HS-grad, Married-civ-spouse, Husband
975, HS-grad, Never-married, Unmarried
976, Some-college, Never-married, Not-in-family
977, Some-college, Never-married, Not-in-family
978, Masters, Married-civ-spouse, Husband
979, HS-grad, Widowed, Not-in-family
980, HS-grad, Divorced, Own-child
981, HS-grad, Never-married, Not-in-family
982, Assoc-acdm, Never-married, Not-in-family
983, HS-grad, Never-married, Unmarried
984, HS-grad, Never-married, Unmarried
985, HS-grad, Widowed, Not-in-family
986, Assoc-voc, Divorced, Not-in-family
987, HS-grad, Never-married, Own-child
988, HS-grad, Divorced, Unmarried
989, HS-grad, Divorced, Unmarried
990, Some-college, Widowed, Not-in-family
991, Bachelors, Never-married, Not-in-family
992, Assoc-voc, Married-civ-spouse, Husband
993, HS-grad, Married-civ-spouse, Husband
994, HS-grad, Married-civ-spouse, Husband
995, HS-grad, Never-married, Not-in-family
996, HS-grad, Married-civ-spouse, Husband
997, Masters, Divorced, Not-in-family
998, Bachelors, Divorced, Unmarried
999, Some-college, Married-civ-spouse, Husband
1000, Bachelors, Married-civ-spouse, Husband
1001, Some-college, Never-married, Own-child
1002, Doctorate, Married-civ-spouse, Husband
1003, HS-grad, Married-civ-spouse, Wife
1004, Bachelors, Never-married, Own-child
1005, HS-grad, Never-married, Own-child
1006, Bachelors, Married-civ-spouse, Husband
1007, HS-grad, Separated, Not-in-family
1008, HS-grad, Married-civ-spouse, Husband
1009, HS-grad, Married-civ-spouse, Husband
1010, Some-college, Married-civ-spouse, Husband
1011, HS-grad, Divorced, Not-in-family
1012, Assoc-voc, Never-married, Own-child
1013, HS-grad, Married-civ-spouse, Husband
1014, Some-college, Married-civ-spouse, Husband
1015, Masters, Married-civ-spouse, Husband
1016, 7th-8th, Married-civ-spouse, Husband
1017, Assoc-voc, Married-civ-spouse, Wife
1018, HS-grad, Widowed, Unmarried
1019, HS-grad, Divorced, Not-in-family
1020, HS-grad, Never-married, Own-child
1021, Some-college, Never-married, Not-in-family
1022, Masters, Married-civ-spouse, Husband
1023, HS-grad, Separated, Not-in-family
1024, Some-college, Married-civ-spouse, Husband
1025, HS-grad, Never-married, Unmarried
1026, HS-grad, Married-civ-spouse, Husband
1027, Bachelors, Never-married, Not-in-family
1028, HS-grad, Married-civ-spouse, Husband
1029, 10th, Married-civ-spouse, Wife
1030, Masters, Married-spouse-absent, Not-in-family
1031, Assoc-voc, Never-married, Not-in-family
1032, Assoc-acdm, Never-married, Own-child
1033, Some-college, Never-married, Not-in-family
1034, HS-grad, Never-married, Not-in-family
1035, 7th-8th, Widowed, Not-in-family
1036, HS-grad, Never-married, Unmarried
1037, 9th, Married-civ-spouse, Husband
1038, HS-grad, Never-married, Not-in-family
1039, HS-grad, Divorced, Unmarried
1040, 11th, Married-civ-spouse, Wife
1041, HS-grad, Never-married, Not-in-family
1042, Some-college, Never-married, Own-child
1043, Some-college, Divorced, Not-in-family
1044, Bachelors, Married-civ-spouse, Husband
1045, Some-college, Never-married, Not-in-family
1046, Prof-school, Divorced, Unmarried
1047, Assoc-acdm, Never-married, Not-in-family
1048, Some-college, Married-civ-spouse, Husband
1049, Some-college, Never-married, Not-in-family
